"Area","Year","Period","Period Value","Unemployment Rate","Adjusted","Preliminary","Benchmark"
"Sawyer County","2010","September","201009","8.90","0","0","2021"
"Sawyer County","2010","August","201008","9","0","0","2021"
"Sawyer County","2010","July","201007","9.30","0","0","2021"
"Sawyer County","2010","June","201006","9.70","0","0","2021"
"Sawyer County","2010","May","201005","10.50","0","0","2021"
"Sawyer County","2010","April","201004","12.20","0","0","2021"
"Sawyer County","2010","March","201003","14.40","0","0","2021"
"Sawyer County","2010","February","201002","14.50","0","0","2021"
"Sawyer County","2010","January","201001","14.50","0","0","2021"
"Shawano County","2022","July","202207","3.20","0","1","2021"
"Shawano County","2022","June","202206","3.30","0","0","2021"
"Shawano County","2022","May","202205","2.70","0","0","2021"
"Shawano County","2022","April","202204","3.10","0","0","2021"
"Shawano County","2022","March","202203","3.40","0","0","2021"
"Shawano County","2022","February","202202","3.50","0","0","2021"
"Shawano County","2022","January","202201","3.20","0","0","2021"
"Shawano County","2021","December","202112","2.30","0","0","2021"
"Shawano County","2021","November","202111","2.40","0","0","2021"
"Shawano County","2021","October","202110","2.60","0","0","2021"
"Shawano County","2021","September","202109","2.90","0","0","2021"
"Shawano County","2021","August","202108","3.60","0","0","2021"
"Shawano County","2021","July","202107","3.80","0","0","2021"
"Shawano County","2021","June","202106","4.10","0","0","2021"
"Shawano County","2021","May","202105","4","0","0","2021"
"Shawano County","2021","April","202104","4.20","0","0","2021"
"Shawano County","2021","March","202103","4.80","0","0","2021"
"Shawano County","2021","February","202102","5.20","0","0","2021"
"Shawano County","2021","January","202101","4.70","0","0","2021"
"Shawano County","2020","December","202012","4.20","0","0","2021"
"Shawano County","2020","November","202011","4.20","0","0","2021"
"Shawano County","2020","October","202010","4.50","0","0","2021"
"Shawano County","2020","September","202009","4.80","0","0","2021"
"Shawano County","2020","August","202008","5.60","0","0","2021"
"Shawano County","2020","July","202007","7.20","0","0","2021"
"Shawano County","2020","June","202006","8.20","0","0","2021"
"Shawano County","2020","May","202005","12.60","0","0","2021"
"Shawano County","2020","April","202004","14.60","0","0","2021"
"Shawano County","2020","March","202003","4","0","0","2021"
"Shawano County","2020","February","202002","3.70","0","0","2021"
"Shawano County","2020","January","202001","3.70","0","0","2021"
"Shawano County","2019","December","201912","2.80","0","0","2021"
"Shawano County","2019","November","201911","2.60","0","0","2021"
"Shawano County","2019","October","201910","2.50","0","0","2021"
"Shawano County","2019","September","201909","2.60","0","0","2021"
"Shawano County","2019","August","201908","3","0","0","2021"
"Shawano County","2019","July","201907","3.20","0","0","2021"
"Shawano County","2019","June","201906","3.40","0","0","2021"
"Shawano County","2019","May","201905","2.90","0","0","2021"
"Shawano County","2019","April","201904","3","0","0","2021"
"Shawano County","2019","March","201903","3.60","0","0","2021"
"Shawano County","2019","February","201902","3.70","0","0","2021"
"Shawano County","2019","January","201901","3.50","0","0","2021"
"Shawano County","2018","December","201812","2.80","0","0","2021"
"Shawano County","2018","November","201811","2.40","0","0","2021"
"Shawano County","2018","October","201810","2.40","0","0","2021"
"Shawano County","2018","September","201809","2.50","0","0","2021"
"Shawano County","2018","August","201808","2.80","0","0","2021"
"Shawano County","2018","July","201807","2.90","0","0","2021"
"Shawano County","2018","June","201806","3.30","0","0","2021"
"Shawano County","2018","May","201805","2.90","0","0","2021"
"Shawano County","2018","April","201804","3.30","0","0","2021"
"Shawano County","2018","March","201803","3.50","0","0","2021"
"Shawano County","2018","February","201802","3.70","0","0","2021"
"Shawano County","2018","January","201801","3.30","0","0","2021"
"Shawano County","2017","December","201712","2.70","0","0","2021"
"Shawano County","2017","November","201711","2.60","0","0","2021"
"Shawano County","2017","October","201710","2.50","0","0","2021"
"Shawano County","2017","September","201709","2.70","0","0","2021"
"Shawano County","2017","August","201708","3","0","0","2021"
"Shawano County","2017","July","201707","3.20","0","0","2021"
"Shawano County","2017","June","201706","3.40","0","0","2021"
"Shawano County","2017","May","201705","2.90","0","0","2021"
"Shawano County","2017","April","201704","3.20","0","0","2021"
"Shawano County","2017","March","201703","3.90","0","0","2021"
"Shawano County","2017","February","201702","4.20","0","0","2021"
"Shawano County","2017","January","201701","4","0","0","2021"
"Shawano County","2016","December","201612","3.40","0","0","2021"
"Shawano County","2016","November","201611","3.10","0","0","2021"
"Shawano County","2016","October","201610","3.40","0","0","2021"
"Shawano County","2016","September","201609","3.40","0","0","2021"
"Shawano County","2016","August","201608","3.80","0","0","2021"
"Shawano County","2016","July","201607","3.80","0","0","2021"
"Shawano County","2016","June","201606","4.40","0","0","2021"
"Shawano County","2016","May","201605","3.90","0","0","2021"
"Shawano County","2016","April","201604","4.40","0","0","2021"
"Shawano County","2016","March","201603","5","0","0","2021"
"Shawano County","2016","February","201602","5.20","0","0","2021"
"Shawano County","2016","January","201601","4.80","0","0","2021"
"Shawano County","2015","December","201512","4.20","0","0","2021"
"Shawano County","2015","November","201511","4.10","0","0","2021"
"Shawano County","2015","October","201510","4","0","0","2021"
"Shawano County","2015","September","201509","4.10","0","0","2021"
"Shawano County","2015","August","201508","4.30","0","0","2021"
"Shawano County","2015","July","201507","4.50","0","0","2021"
"Shawano County","2015","June","201506","4.80","0","0","2021"
"Shawano County","2015","May","201505","4.60","0","0","2021"
"Shawano County","2015","April","201504","4.90","0","0","2021"
"Shawano County","2015","March","201503","5.70","0","0","2021"
"Shawano County","2015","February","201502","6","0","0","2021"
"Shawano County","2015","January","201501","5.90","0","0","2021"
"Shawano County","2014","December","201412","4.90","0","0","2021"
"Shawano County","2014","November","201411","4.70","0","0","2021"
"Shawano County","2014","October","201410","4.60","0","0","2021"
"Shawano County","2014","September","201409","4.80","0","0","2021"
"Shawano County","2014","August","201408","5.30","0","0","2021"
"Shawano County","2014","July","201407","5.50","0","0","2021"
"Shawano County","2014","June","201406","6","0","0","2021"
"Shawano County","2014","May","201405","5.80","0","0","2021"
"Shawano County","2014","April","201404","6.30","0","0","2021"
"Shawano County","2014","March","201403","7.30","0","0","2021"
"Shawano County","2014","February","201402","7.70","0","0","2021"
"Shawano County","2014","January","201401","7.20","0","0","2021"
"Shawano County","2013","December","201312","6.70","0","0","2021"
"Shawano County","2013","November","201311","6.50","0","0","2021"
"Shawano County","2013","October","201310","6.50","0","0","2021"
"Shawano County","2013","September","201309","6.40","0","0","2021"
"Shawano County","2013","August","201308","6.70","0","0","2021"
"Shawano County","2013","July","201307","7.30","0","0","2021"
"Shawano County","2013","June","201306","7.70","0","0","2021"
"Shawano County","2013","May","201305","7","0","0","2021"
"Shawano County","2013","April","201304","8.10","0","0","2021"
"Shawano County","2013","March","201303","8.40","0","0","2021"
"Shawano County","2013","February","201302","8.80","0","0","2021"
"Shawano County","2013","January","201301","8.80","0","0","2021"
"Shawano County","2012","December","201212","7.50","0","0","2021"
"Shawano County","2012","November","201211","7","0","0","2021"
"Shawano County","2012","October","201210","6.70","0","0","2021"
"Shawano County","2012","September","201209","6.70","0","0","2021"
"Shawano County","2012","August","201208","7.30","0","0","2021"
"Shawano County","2012","July","201207","7.80","0","0","2021"
"Shawano County","2012","June","201206","8.30","0","0","2021"
"Shawano County","2012","May","201205","7.70","0","0","2021"
"Shawano County","2012","April","201204","7.90","0","0","2021"
"Shawano County","2012","March","201203","9.20","0","0","2021"
"Shawano County","2012","February","201202","9.40","0","0","2021"
"Shawano County","2012","January","201201","9","0","0","2021"
"Shawano County","2011","December","201112","7.90","0","0","2021"
"Shawano County","2011","November","201111","7.80","0","0","2021"
"Shawano County","2011","October","201110","7.70","0","0","2021"
"Shawano County","2011","September","201109","7.90","0","0","2021"
"Shawano County","2011","August","201108","8.40","0","0","2021"
"Shawano County","2011","July","201107","8.70","0","0","2021"
"Shawano County","2011","June","201106","9.40","0","0","2021"
"Shawano County","2011","May","201105","8.90","0","0","2021"
"Shawano County","2011","April","201104","9.40","0","0","2021"
"Shawano County","2011","March","201103","10","0","0","2021"
"Shawano County","2011","February","201102","10.50","0","0","2021"
"Shawano County","2011","January","201101","10.20","0","0","2021"
"Shawano County","2010","December","201012","9","0","0","2021"
"Shawano County","2010","November","201011","8.90","0","0","2021"
"Shawano County","2010","October","201010","8.40","0","0","2021"
"Shawano County","2010","September","201009","8.50","0","0","2021"
"Shawano County","2010","August","201008","9.10","0","0","2021"
"Shawano County","2010","July","201007","9.40","0","0","2021"
"Shawano County","2010","June","201006","9.80","0","0","2021"
"Shawano County","2010","May","201005","9.70","0","0","2021"
"Shawano County","2010","April","201004","10.60","0","0","2021"
"Shawano County","2010","March","201003","12.30","0","0","2021"
"Shawano County","2010","February","201002","12.70","0","0","2021"
"Shawano County","2010","January","201001","12.20","0","0","2021"
"Sheboygan County","2022","July","202207","2.70","0","1","2021"
"Sheboygan County","2022","June","202206","3","0","0","2021"
"Sheboygan County","2022","May","202205","2.40","0","0","2021"
"Sheboygan County","2022","April","202204","2.30","0","0","2021"
"Sheboygan County","2022","March","202203","2.60","0","0","2021"
"Sheboygan County","2022","February","202202","2.60","0","0","2021"
"Sheboygan County","2022","January","202201","2.50","0","0","2021"
"Sheboygan County","2021","December","202112","1.80","0","0","2021"
"Sheboygan County","2021","November","202111","2","0","0","2021"
"Sheboygan County","2021","October","202110","2.30","0","0","2021"
"Sheboygan County","2021","September","202109","2.60","0","0","2021"
"Sheboygan County","2021","August","202108","3","0","0","2021"
"Sheboygan County","2021","July","202107","3.20","0","0","2021"
"Sheboygan County","2021","June","202106","3.90","0","0","2021"
"Sheboygan County","2021","May","202105","3.50","0","0","2021"
"Sheboygan County","2021","April","202104","3.40","0","0","2021"
"Sheboygan County","2021","March","202103","3.80","0","0","2021"
"Sheboygan County","2021","February","202102","4","0","0","2021"
"Sheboygan County","2021","January","202101","3.80","0","0","2021"
"Sheboygan County","2020","December","202012","3.50","0","0","2021"
"Sheboygan County","2020","November","202011","3.70","0","0","2021"
"Sheboygan County","2020","October","202010","3.60","0","0","2021"
"Sheboygan County","2020","September","202009","4.20","0","0","2021"
"Sheboygan County","2020","August","202008","4.90","0","0","2021"
"Sheboygan County","2020","July","202007","6.90","0","0","2021"
"Sheboygan County","2020","June","202006","7.90","0","0","2021"
"Sheboygan County","2020","May","202005","11.20","0","0","2021"
"Sheboygan County","2020","April","202004","14.30","0","0","2021"
"Sheboygan County","2020","March","202003","3.10","0","0","2021"
"Sheboygan County","2020","February","202002","2.60","0","0","2021"
"Sheboygan County","2020","January","202001","2.70","0","0","2021"
"Sheboygan County","2019","December","201912","2.30","0","0","2021"
"Sheboygan County","2019","November","201911","2.50","0","0","2021"
"Sheboygan County","2019","October","201910","2.40","0","0","2021"
"Sheboygan County","2019","September","201909","2.40","0","0","2021"
"Sheboygan County","2019","August","201908","2.70","0","0","2021"
"Sheboygan County","2019","July","201907","2.80","0","0","2021"
"Sheboygan County","2019","June","201906","3.20","0","0","2021"
"Sheboygan County","2019","May","201905","2.60","0","0","2021"
"Sheboygan County","2019","April","201904","2.40","0","0","2021"
"Sheboygan County","2019","March","201903","2.70","0","0","2021"
"Sheboygan County","2019","February","201902","2.60","0","0","2021"
